source,target
"To solve old problems, study new species",The fight to end rare-animal trafficking in Brazil
"If a story moves you, act on it",Our loss of wisdom
"If a story moves you, act on it",How the news distorts our worldview
"If a story moves you, act on it",The danger of a single story
"If a story moves you, act on it",Be suspicious of simple stories
"If a story moves you, act on it",The clues to a great story
"If a story moves you, act on it",How we talk about sexual assault online
What happens when you have a disease doctors can't diagnose,Why genetic research must be more diverse
What happens when you have a disease doctors can't diagnose,Good news in the fight against pancreatic cancer
What happens when you have a disease doctors can't diagnose,"My father, locked in his body but soaring free"
What happens when you have a disease doctors can't diagnose,Alzheimer's is not normal aging — and we can cure it
What happens when you have a disease doctors can't diagnose,What veterinarians know that physicians don't
What happens when you have a disease doctors can't diagnose,A test for Parkinson's with a phone call
How online abuse of women has spiraled out of control,Why domestic violence victims don't leave
How online abuse of women has spiraled out of control,The price of shame
How online abuse of women has spiraled out of control,When online shaming goes too far
How online abuse of women has spiraled out of control,How we turned the tide on domestic violence (Hint: the Polaroid helped)
How online abuse of women has spiraled out of control,Violence against women -- it's a men's issue
How online abuse of women has spiraled out of control,We should all be feminists
Art made of the air we breathe,A visual history of inequality in industrial America
Art made of the air we breathe,How loss helped one artist find beauty in imperfection
Art made of the air we breathe,Drawings that show the beauty and fragility of Earth
Art made of the air we breathe,Would you live in a floating city in the sky?
Art made of the air we breathe,Life in Biosphere 2
Art made of the air we breathe,Metal that breathes
How to have better political conversations,Can a divided America heal?
How to have better political conversations,America's forgotten working class
How to have better political conversations,It's time for women to run for office
How to have better political conversations,The moral roots of liberals and conservatives
How to have better political conversations,A conservative's plea: Let's work together
How to have better political conversations,How common threats can make common (political) ground
The ethical dilemma of designer babies, How CRISPR lets us edit our DNA
The ethical dilemma of designer babies,Gene editing can now change an entire species -- forever
The ethical dilemma of designer babies,What you need to know about CRISPR
The ethical dilemma of designer babies,A warm embrace that saves lives
The ethical dilemma of designer babies,The surprisingly logical minds of babies
The ethical dilemma of designer babies,"Design for people, not awards"
Buildings that blend nature and city,"Magical houses, made of bamboo"
Buildings that blend nature and city,Design at the intersection of technology and biology
Buildings that blend nature and city,Architecture that's built to heal
Buildings that blend nature and city,Why the buildings of the future will be shaped by ... you
Buildings that blend nature and city,Why great architecture should tell a story
Buildings that blend nature and city,How architecture can connect us
Where is cybercrime really coming from?,Everyday cybercrime -- and what you can do about it
Where is cybercrime really coming from?,Governments don't understand cyber warfare. We need hackers
Where is cybercrime really coming from?,Hackers: the Internet's immune system
Where is cybercrime really coming from?,The NSA responds to Edward Snowden's TED Talk
Where is cybercrime really coming from?,How fear drives American politics
Where is cybercrime really coming from?,A vision of crimes in the future
What we don't know about Europe's Muslim kids,I am the son of a terrorist. Here's how I chose peace.
What we don't know about Europe's Muslim kids,When people of Muslim heritage challenge fundamentalism
What we don't know about Europe's Muslim kids,Inside the mind of a former radical jihadist
What we don't know about Europe's Muslim kids,Islamophobia killed my brother. Let's end the hate
What we don't know about Europe's Muslim kids,Why domestic violence victims don't leave
What we don't know about Europe's Muslim kids,"The mothers who found forgiveness, friendship"
A young scientist's quest for clean water,How to make filthy water drinkable
A young scientist's quest for clean water,4 ways we can avoid a catastrophic drought
A young scientist's quest for clean water,How we can make crops survive without water
A young scientist's quest for clean water,How to keep rivers and streams flowing
A young scientist's quest for clean water,The ancient ingenuity of water harvesting
A young scientist's quest for clean water,One very dry demo
Help discover ancient ruins -- before it's too late,Hunting for Peru's lost civilizations -- with satellites
Help discover ancient ruins -- before it's too late,Everyone around you has a story the world needs to hear
Help discover ancient ruins -- before it's too late,Archaeology from space
Help discover ancient ruins -- before it's too late,Inside the Egyptian revolution
Help discover ancient ruins -- before it's too late,Ancient wonders captured in 3D
Help discover ancient ruins -- before it's too late,The case for anonymity online
Why you should love statistics,Teach statistics before calculus!
Why you should love statistics,Maps that show us who we are (not just where we are)
Why you should love statistics,The mathematics of love
Why you should love statistics,3 ways to spot a bad statistic
Why you should love statistics,"Actually, the world isn't flat"
Why you should love statistics,How not to be ignorant about the world
How to get better at the things you care about,Are you a giver or a taker?
How to get better at the things you care about,The beauty of what we'll never know
How to get better at the things you care about,The power of believing that you can improve
How to get better at the things you care about,Use data to build better schools
How to get better at the things you care about,"An art made of trust, vulnerability and connection"
How to get better at the things you care about,The psychology of time
My son was a Columbine shooter. This is my story,Inside the mind of a former radical jihadist
My son was a Columbine shooter. This is my story,Why gun violence can't be our new normal
My son was a Columbine shooter. This is my story,I survived a terrorist attack. Here's what I learned
My son was a Columbine shooter. This is my story,The bridge between suicide and life
My son was a Columbine shooter. This is my story,Break the silence for suicide attempt survivors
My son was a Columbine shooter. This is my story,The chilling aftershock of a brush with death
What time is it on Mars?,What a planet needs to sustain life
What time is it on Mars?,3 moons and a planet that could have alien life
What time is it on Mars?,Why Earth may someday look like Mars
What time is it on Mars?,Your kids might live on Mars. Here's how they'll survive
What time is it on Mars?,Why we need to go back to Mars
What time is it on Mars?,How Mars might hold the secret to the origin of life
The incredible inventions of intuitive AI,Can we build AI without losing control over it?
The incredible inventions of intuitive AI,Design at the intersection of technology and biology
The incredible inventions of intuitive AI,The jobs we'll lose to machines -- and the ones we won't
The incredible inventions of intuitive AI,3 principles for creating safer AI
The incredible inventions of intuitive AI,"Meet Spot, the robot dog that can run, hop and open doors"
The incredible inventions of intuitive AI,Design and the Elastic Mind
Our story of rape and reconciliation,Find your voice against gender violence
Our story of rape and reconciliation,How online abuse of women has spiraled out of control
Our story of rape and reconciliation,Why I believe the mistreatment of women is the number one human rights abuse 
Our story of rape and reconciliation,How we talk about sexual assault online
Our story of rape and reconciliation,Why domestic violence victims don't leave
Our story of rape and reconciliation,Violence against women -- it's a men's issue
New nanotech to detect cancer early,A new superweapon in the fight against cancer
New nanotech to detect cancer early,This tiny particle could roam your body to find tumors
New nanotech to detect cancer early,Good news in the fight against pancreatic cancer
New nanotech to detect cancer early,A simple new blood test that can catch cancer early
New nanotech to detect cancer early,A new strategy in the war on cancer
New nanotech to detect cancer early,Can we eat to starve cancer?
4 ways to make a city more walkable,Retrofitting suburbia
4 ways to make a city more walkable,What a driverless world could look like
4 ways to make a city more walkable,The walkable city
4 ways to make a city more walkable,New York's streets? Not so mean any more
4 ways to make a city more walkable,7 principles for building better cities
4 ways to make a city more walkable,Why buses represent democracy in action
What it's like to be a parent in a war zone,Two nameless bodies washed up on the beach. Here are their stories
What it's like to be a parent in a war zone,A boat carrying 500 refugees sunk at sea. The story of two survivors
What it's like to be a parent in a war zone,Our refugee system is failing. Here's how we can fix it
What it's like to be a parent in a war zone,"Let's help refugees thrive, not just survive"
What it's like to be a parent in a war zone,The refugee crisis is a test of our character
What it's like to be a parent in a war zone,Don't feel sorry for refugees -- believe in them
How racism harms pregnant women -- and what can help,The problem with race-based medicine
How racism harms pregnant women -- and what can help,Why your doctor should care about social justice
How racism harms pregnant women -- and what can help,How barbershops can keep men healthy
How racism harms pregnant women -- and what can help,A simple birth kit for mothers in the developing world
How racism harms pregnant women -- and what can help,"When Black women walk, things change"
How racism harms pregnant women -- and what can help,"A smarter, more precise way to think about public health"
An electrifying acoustic guitar performance,A musical escape into a world of light and color
An electrifying acoustic guitar performance,"""Space Oddity"""
An electrifying acoustic guitar performance,"""Redemption Song"""
An electrifying acoustic guitar performance,"On violin and cello, ""Passacaglia"""
An electrifying acoustic guitar performance,"A dance in a hurricane of paper, wind and light"
An electrifying acoustic guitar performance,Dancing with light
How to practice safe sexting,The birds and the bees are just the beginning
How to practice safe sexting,Sex needs a new metaphor. Here's one ...
How to practice safe sexting,Technology hasn't changed love. Here's why
How to practice safe sexting,Think your email's private? Think again
How to practice safe sexting,Why privacy matters
How to practice safe sexting,What will a future without secrets look like?
3 ways to fix a broken news industry,Why I put myself in danger to tell the stories of Gaza
3 ways to fix a broken news industry,How free is our freedom of the press?
3 ways to fix a broken news industry,How the Panama Papers journalists broke the biggest leak in history
3 ways to fix a broken news industry,How the news distorts our worldview
3 ways to fix a broken news industry,My wish: Let my photographs bear witness
3 ways to fix a broken news industry,A historic moment in the Arab world
How jails extort the poor,How we're priming some kids for college — and others for prison
How jails extort the poor,The secret US prisons you've never heard of before
How jails extort the poor,"""Redemption Song"""
How jails extort the poor,How I help free innocent people from prison
How jails extort the poor,A prosecutor's vision for a better justice system
How jails extort the poor,Why smart statistics are the key to fighting crime
Don't fear superintelligent AI,Can we build AI without losing control over it?
Don't fear superintelligent AI,Machine intelligence makes human morals more important
Don't fear superintelligent AI,How AI can bring on a second Industrial Revolution
Don't fear superintelligent AI,A new equation for intelligence
Don't fear superintelligent AI,What happens when our computers get smarter than we are?
Don't fear superintelligent AI,"How AI can enhance our memory, work and social lives"
Nationalism vs. globalism: the new political divide,Can a divided America heal?
Nationalism vs. globalism: the new political divide,Will automation take away all our jobs?
Nationalism vs. globalism: the new political divide,What explains the rise of humans?
Nationalism vs. globalism: the new political divide,Global ethic vs. national interest
Nationalism vs. globalism: the new political divide,3 ways to plan for the (very) long term
Nationalism vs. globalism: the new political divide,How to see past your own perspective and find truth
The racial politics of time,How students of color confront impostor syndrome
The racial politics of time,A prosecutor's vision for a better justice system
The racial politics of time,The urgency of intersectionality
The racial politics of time,How to overcome our biases? Walk boldly toward them
The racial politics of time,How racism makes us sick
The racial politics of time,The problem with race-based medicine
A robot that eats pollution,This country isn't just carbon neutral -- it's carbon negative
A robot that eats pollution,A small country with big ideas to get rid of fossil fuels
A robot that eats pollution,A novel idea for cleaning up oil spills
A robot that eats pollution,Robots will invade our lives
A robot that eats pollution,The future of flying robots
A robot that eats pollution,"Meet Spot, the robot dog that can run, hop and open doors"
A few ways to fix a government,Economic growth has stalled. Let's fix it
A few ways to fix a government,How young Africans found a voice on Twitter
A few ways to fix a government,How Africa can keep rising
A few ways to fix a government,How a start-up in the White House is changing business as usual
A few ways to fix a government,In praise of conflict
A few ways to fix a government,How mobile phones can fight poverty
The data behind Hollywood's sexism,The magic ingredient that brings Pixar movies to life
The data behind Hollywood's sexism,Bring on the female superheroes!
The data behind Hollywood's sexism,The urgency of intersectionality
The data behind Hollywood's sexism,"A tour of Nollywood, Nigeria's booming film industry"
The data behind Hollywood's sexism,My journey into movies that matter
The data behind Hollywood's sexism,The shared wonder of film
"Smelfies, and other experiments in synthetic biology","An underwater art museum, teeming with life"
"Smelfies, and other experiments in synthetic biology",Shape-shifting tech will change work as we know it
"Smelfies, and other experiments in synthetic biology",The spellbinding art of human anatomy
"Smelfies, and other experiments in synthetic biology",Humble plants that hide surprising secrets
"Smelfies, and other experiments in synthetic biology",The roots of plant intelligence
"Smelfies, and other experiments in synthetic biology",Why we're storing billions of seeds
This app makes it fun to pick up litter,Our campaign to ban plastic bags in Bali
This app makes it fun to pick up litter,A small country with big ideas to get rid of fossil fuels
This app makes it fun to pick up litter,The economic injustice of plastic
This app makes it fun to pick up litter,(Re)touching lives through photos
This app makes it fun to pick up litter,Institutions vs. collaboration
This app makes it fun to pick up litter,My wish: Use art to turn the world inside out
"What I learned from 2,000 obituaries",What really matters at the end of life
"What I learned from 2,000 obituaries",What makes a good life? Lessons from the longest study on happiness
"What I learned from 2,000 obituaries",Wisdom from great writers on every year of life
"What I learned from 2,000 obituaries",The art of the interview
"What I learned from 2,000 obituaries",7 rules for making more happiness
"What I learned from 2,000 obituaries",The power of time off
Stories from a home for terminally ill children,What really matters at the end of life
Stories from a home for terminally ill children,What we can do to die well
Stories from a home for terminally ill children,Say your truths and seek them in others
Stories from a home for terminally ill children,Prepare for a good end of life
Stories from a home for terminally ill children,Let's talk about dying
Stories from a home for terminally ill children,A tribute to nurses
"""Rollercoaster""","""Redemption Song"""
"""Rollercoaster""","""St. James Infirmary Blues"""
"""Rollercoaster""",An electrifying acoustic guitar performance
"""Rollercoaster""",An entertainment icon on living a life of meaning
"""Rollercoaster""",The  4 a.m. mystery
"""Rollercoaster""","""Kiteflyer's Hill"""
A scientific approach to the paranormal,Why people believe weird things
A scientific approach to the paranormal,A new way to explain explanation
A scientific approach to the paranormal,A theory of everything
A scientific approach to the paranormal,Behind the lies of Holocaust denial
A scientific approach to the paranormal,12 truths I learned from life and writing
A scientific approach to the paranormal,How to see past your own perspective and find truth
I grew up in the Westboro Baptist Church. Here's why I left,Can a divided America heal?
I grew up in the Westboro Baptist Church. Here's why I left,How to have better political conversations
I grew up in the Westboro Baptist Church. Here's why I left,10 ways to have a better conversation
I grew up in the Westboro Baptist Church. Here's why I left,When online shaming goes too far
I grew up in the Westboro Baptist Church. Here's why I left,Protecting Twitter users (sometimes from themselves)
I grew up in the Westboro Baptist Church. Here's why I left,The voices of Twitter users
"To raise brave girls, encourage adventure",How to raise successful kids -- without over-parenting
"To raise brave girls, encourage adventure",5 dangerous things you should let your kids do
"To raise brave girls, encourage adventure","Teach girls bravery, not perfection"
"To raise brave girls, encourage adventure",Embrace your inner girl
"To raise brave girls, encourage adventure","Unlock the intelligence, passion, greatness of girls"
"To raise brave girls, encourage adventure",How fake news does real harm
Why women should tell the stories of humanity,Happiness in body and soul
Why women should tell the stories of humanity,My journey from Marine to actor
Why women should tell the stories of humanity,The data behind Hollywood's sexism
Why women should tell the stories of humanity,We should all be feminists
Why women should tell the stories of humanity,Why we have too few women leaders
Why women should tell the stories of humanity,So we leaned in ... now what?
How I'm fighting bias in algorithms,How computers are learning to be creative
How I'm fighting bias in algorithms,Machine intelligence makes human morals more important
How I'm fighting bias in algorithms,The incredible inventions of intuitive AI
How I'm fighting bias in algorithms,"Robots that ""show emotion"""
How I'm fighting bias in algorithms,Animating a photo-real digital face
How I'm fighting bias in algorithms,This app knows how you feel -- from the look on your face
Beautiful new words to describe obscure emotions,"Go ahead, make up new words!"
Beautiful new words to describe obscure emotions,"What makes a word ""real""?"
Beautiful new words to describe obscure emotions,The beauty of what we'll never know
Beautiful new words to describe obscure emotions,The joy of lexicography
Beautiful new words to describe obscure emotions,Should we simplify spelling?
Beautiful new words to describe obscure emotions,What our language habits reveal
A burial practice that nourishes the planet,What happens when a city runs out of room for its dead
A burial practice that nourishes the planet,"What I learned from 2,000 obituaries"
A burial practice that nourishes the planet,My mushroom burial suit
A burial practice that nourishes the planet,"When I die, recompose me"
A burial practice that nourishes the planet,Life that doesn't end with death
A burial practice that nourishes the planet,"There’s a better way to die, and architecture can help"
Adventures of an asteroid hunter,How to defend Earth from asteroids
Adventures of an asteroid hunter,How to land on a comet
Adventures of an asteroid hunter,The untapped genius that could change science for the better
Adventures of an asteroid hunter,What's the next window into our universe?
Adventures of an asteroid hunter,10 ways the world could end
Adventures of an asteroid hunter,Let's look for life in the outer solar system
What young women believe about their own sexual pleasure,The lies we tell pregnant women
What young women believe about their own sexual pleasure,"Teach girls bravery, not perfection"
What young women believe about their own sexual pleasure,The secret to desire in a long-term relationship
What young women believe about their own sexual pleasure,"One woman, five characters, and a sex lesson from the future"
What young women believe about their own sexual pleasure,The demise of guys?
What young women believe about their own sexual pleasure,A little-told tale of sex and sensuality
Should we simplify spelling?,The nit-picking glory of The New Yorker's Comma Queen
Should we simplify spelling?,A Rosetta Stone for a lost language
Should we simplify spelling?,Txtng is killing language. JK!!!
Should we simplify spelling?,What our language habits reveal
Should we simplify spelling?,"What makes a word ""real""?"
Should we simplify spelling?,"Go ahead, make up new words!"
"""Turceasca""","""St. James Infirmary Blues"""
Inside America's dead shopping malls,Bring on the female superheroes!
Inside America's dead shopping malls,Retrofitting suburbia
Inside America's dead shopping malls,The birth of virtual reality as an art form
Inside America's dead shopping malls,A new museum wing ... in a giant bubble
Inside America's dead shopping malls,To hear this music you have to be there. Literally
Inside America's dead shopping malls,Did you hear the one about the Iranian-American?
Lifelike simulations that make real-life surgery safer,A new way to heal hearts without surgery
Lifelike simulations that make real-life surgery safer,The brain may be able to repair itself -- with help
Lifelike simulations that make real-life surgery safer,A tool to fix one of the most dangerous moments in surgery
Lifelike simulations that make real-life surgery safer,A universal translator for surgeons
Lifelike simulations that make real-life surgery safer,"Surgery's past, present and robotic future"
Lifelike simulations that make real-life surgery safer,How I repaired my own heart
"Asking for help is a strength, not a weakness",Say your truths and seek them in others
"Asking for help is a strength, not a weakness",Compassion and the true meaning of empathy
"Asking for help is a strength, not a weakness",How to let altruism be your guide
"Asking for help is a strength, not a weakness",3 things I learned while my plane crashed
"Asking for help is a strength, not a weakness",How I fail at being disabled
"Asking for help is a strength, not a weakness",The art of stillness
Why civilians suffer more once a war is over,What it's like to be a parent in a war zone
Why civilians suffer more once a war is over,The deadly legacy of cluster bombs
Why civilians suffer more once a war is over,How women wage conflict without violence
Why civilians suffer more once a war is over,No one should die because they live too far from a doctor
Why civilians suffer more once a war is over,Where to train the world's doctors? Cuba.
Why civilians suffer more once a war is over,What makes us get sick? Look upstream
Who would the rest of the world vote for in your country's election?,Which country does the most good for the world?
Who would the rest of the world vote for in your country's election?,It's time for women to run for office
Who would the rest of the world vote for in your country's election?,How to have better political conversations
Who would the rest of the world vote for in your country's election?,E-voting without fraud
Who would the rest of the world vote for in your country's election?,There's no such thing as not voting
Who would the rest of the world vote for in your country's election?,Immigrant voices make democracy stronger
3 ways to spot a bad statistic,Turning powerful stats into art
3 ways to spot a bad statistic,The best stats you've ever seen
3 ways to spot a bad statistic,The spellbinding art of human anatomy
3 ways to spot a bad statistic,Why you should love statistics
3 ways to spot a bad statistic,The human insights missing from big data
3 ways to spot a bad statistic,How we can find ourselves in data
A young inventor's plan to recycle Styrofoam,Our campaign to ban plastic bags in Bali
A young inventor's plan to recycle Styrofoam,Hidden toxins in the fish we eat
A young inventor's plan to recycle Styrofoam,A robot that eats pollution
A young inventor's plan to recycle Styrofoam,We can recycle plastic
A young inventor's plan to recycle Styrofoam,Paper beats plastic? How to rethink environmental folklore
A young inventor's plan to recycle Styrofoam,Seas of plastic
What we don't know about mother's milk,The surprisingly logical minds of babies
What we don't know about mother's milk,What we learn before we're born
What we don't know about mother's milk,The US needs paid family leave -- for the sake of its future
What we don't know about mother's milk,A warm embrace that saves lives
What we don't know about mother's milk,A simple birth kit for mothers in the developing world
What we don't know about mother's milk,"A smarter, more precise way to think about public health"
Addiction is a disease. We should treat it like one,Everything you think you know about addiction is wrong
Addiction is a disease. We should treat it like one,How the worst moments in our lives make us who we are
Addiction is a disease. We should treat it like one,Why we need to end the War on Drugs
Addiction is a disease. We should treat it like one,What the gay rights movement learned from the civil rights movement
Addiction is a disease. We should treat it like one,The myth of the gay agenda
Addiction is a disease. We should treat it like one,This is what LGBT life is like around the world
How early life experience is written into DNA,How to read the genome and build a human being
How early life experience is written into DNA,What you need to know about CRISPR
How early life experience is written into DNA,The ethical dilemma of designer babies
How early life experience is written into DNA,A monkey economy as irrational as ours
How early life experience is written into DNA,It's time to question bio-engineering
How early life experience is written into DNA,Experiments that hint of longer lives
"""Music for Wood and Strings""","""Redemption Song"""
"""Music for Wood and Strings""",An electrifying acoustic guitar performance
"""Music for Wood and Strings""","""Turceasca"""
A young poet tells the story of Darfur,What will you tell your daughters about 2016?
A young poet tells the story of Darfur,Street art with a message of hope and peace
A young poet tells the story of Darfur,"If a story moves you, act on it"
A young poet tells the story of Darfur,Poetry of youth and age
A young poet tells the story of Darfur,If I should have a daughter ...
A young poet tells the story of Darfur,"Everyday moments, caught in time"
"Know your worth, and then ask for it",How to speak up for yourself
"Know your worth, and then ask for it",3 lessons on success from an Arab businesswoman
"Know your worth, and then ask for it",Why you should know how much your coworkers get paid
"Know your worth, and then ask for it",A feminine response to Iceland's financial crash
"Know your worth, and then ask for it",What really motivates people to be honest in business
"Know your worth, and then ask for it",The case for letting business solve social problems
Political common ground in a polarized United States,Nationalism vs. globalism: the new political divide
Political common ground in a polarized United States,Should you live for your résumé ... or your eulogy?
Political common ground in a polarized United States,Can a divided America heal?
Political common ground in a polarized United States,How our friendship survives our opposing politics
Political common ground in a polarized United States,Hamilton vs. Madison and the birth of American partisanship
Political common ground in a polarized United States,Why journalists have an obligation to challenge power
How to take a picture of a black hole,"How I fell in love with quasars, blazars and our incredible universe"
How to take a picture of a black hole,What the discovery of gravitational waves means
How to take a picture of a black hole,Adventures of an asteroid hunter
How to take a picture of a black hole,The hunt for a supermassive black hole
How to take a picture of a black hole,The sound the universe makes
How to take a picture of a black hole,How radio telescopes show us unseen galaxies
The conversation we're not having about digital child abuse,How online abuse of women has spiraled out of control
The conversation we're not having about digital child abuse,How we talk about sexual assault online
The conversation we're not having about digital child abuse,What adults can learn from kids
The conversation we're not having about digital child abuse,Our failing schools. Enough is enough!
The conversation we're not having about digital child abuse,Why thinking you're ugly is bad for you
The conversation we're not having about digital child abuse,How to raise successful kids -- without over-parenting
How racism makes us sick,The problem with race-based medicine
How racism makes us sick,Why your doctor should care about social justice
How racism makes us sick,How barbershops can keep men healthy
How racism makes us sick,The racial politics of time
How racism makes us sick,How to overcome our biases? Walk boldly toward them
How racism makes us sick,Color blind or color brave?
How we can find ourselves in data,How I'm fighting bias in algorithms
How we can find ourselves in data,3 ways to spot a bad statistic
How we can find ourselves in data,Why you should love statistics
How we can find ourselves in data,The human insights missing from big data
How we can find ourselves in data,The next web
How we can find ourselves in data,How to use data to make a hit TV show
3 ways to plan for the (very) long term,Nationalism vs. globalism: the new political divide
3 ways to plan for the (very) long term,What I learned from 100 days of rejection
3 ways to plan for the (very) long term,Are you a giver or a taker?
3 ways to plan for the (very) long term,How a handful of tech companies control billions of minds every day
3 ways to plan for the (very) long term,Why you should define your fears instead of your goals
3 ways to plan for the (very) long term,Smart failure for a fast-changing world
In praise of conflict,Profit’s not always the point
In praise of conflict,A small country with big ideas to get rid of fossil fuels
In praise of conflict,Nationalism vs. globalism: the new political divide
In praise of conflict,How a start-up in the White House is changing business as usual
In praise of conflict,New rules for rebuilding a broken nation
In praise of conflict,Making global labor fair
An intergalactic guide to using a defibrillator,A life lesson from a volunteer firefighter
An intergalactic guide to using a defibrillator,The single biggest health threat women face
An intergalactic guide to using a defibrillator,A new way to heal hearts without surgery
An intergalactic guide to using a defibrillator,Crowdsource your health
An intergalactic guide to using a defibrillator,"On tennis, love and motherhood"
An intergalactic guide to using a defibrillator,My journey from Marine to actor
A simple birth kit for mothers in the developing world,What we learn before we're born
A simple birth kit for mothers in the developing world,How racism harms pregnant women -- and what can help
A simple birth kit for mothers in the developing world,How early life experience is written into DNA
A simple birth kit for mothers in the developing world,The US needs paid family leave -- for the sake of its future
A simple birth kit for mothers in the developing world,A warm embrace that saves lives
A simple birth kit for mothers in the developing world,What we don't know about mother's milk
We should all be feminists,The danger of a single story
We should all be feminists,A call to men
We should all be feminists,Why we have too few women leaders
We should all be feminists,New data on the rise of women
We should all be feminists,Confessions of a bad feminist
We should all be feminists,Violence against women -- it's a men's issue
How do you build a sacred space?,Why the buildings of the future will be shaped by ... you
How do you build a sacred space?,"Magical houses, made of bamboo"
How do you build a sacred space?,How we can find ourselves in data
How do you build a sacred space?,Why light needs darkness
How do you build a sacred space?,How architecture can connect us
How do you build a sacred space?,Building uniqueness
How radio telescopes show us unseen galaxies,How to take a picture of a black hole
How radio telescopes show us unseen galaxies,This telescope might show us the beginning of the universe
How radio telescopes show us unseen galaxies,Adventures of an asteroid hunter
How radio telescopes show us unseen galaxies,The design of the universe
How radio telescopes show us unseen galaxies,Shedding light on dark matter
How radio telescopes show us unseen galaxies,A preview of the WorldWide Telescope
A video game to cope with grief,How loss helped one artist find beauty in imperfection
A video game to cope with grief,What happened when I open-sourced my brain cancer
A video game to cope with grief,What really matters at the end of life
A video game to cope with grief,Are games better than life?
A video game to cope with grief,Gaming for understanding
A video game to cope with grief,Gaming can make a better world
A doctor's case for medical marijuana,Why we need to end the War on Drugs
A doctor's case for medical marijuana,4 lessons I learned from taking a stand against drugs and gun violence
A doctor's case for medical marijuana,Everything you think you know about addiction is wrong
A doctor's case for medical marijuana,What your doctor won’t disclose
A doctor's case for medical marijuana,What if our healthcare system kept us healthy?
A doctor's case for medical marijuana,Meet e-Patient Dave
How I learned to read -- and trade stocks -- in prison,A prosecutor's vision for a better justice system
How I learned to read -- and trade stocks -- in prison,How jails extort the poor
How I learned to read -- and trade stocks -- in prison,"""Redemption Song"""
How I learned to read -- and trade stocks -- in prison,Invest in social change
How I learned to read -- and trade stocks -- in prison,How we're priming some kids for college — and others for prison
How I learned to read -- and trade stocks -- in prison,How I help free innocent people from prison
How fake news does real harm,"If a story moves you, act on it"
How fake news does real harm,A young poet tells the story of Darfur
How fake news does real harm,How Africa can keep rising
How fake news does real harm,Embrace your inner girl
How fake news does real harm,"Unlock the intelligence, passion, greatness of girls"
How fake news does real harm,Why not make video games for girls?
Science in service to the public good,How we'll fight the next deadly virus
Science in service to the public good,A young scientist's quest for clean water
Science in service to the public good,4 ways we can avoid a catastrophic drought
Science in service to the public good,3 ways to plan for the (very) long term
Science in service to the public good,In praise of conflict
Science in service to the public good,A call to reinvent liberal arts education
Why the only future worth building includes everyone,"Let's help refugees thrive, not just survive"
Why the only future worth building includes everyone,A small country with big ideas to get rid of fossil fuels
Why the only future worth building includes everyone,12 truths I learned from life and writing
Why the only future worth building includes everyone,"A lyrical bridge between past, present and future"
Why the only future worth building includes everyone,How my mind came back to life — and no one knew
Why the only future worth building includes everyone,"Thoughts on humanity, fame and love"
"On tennis, love and motherhood",This tennis icon paved the way for women in sports
"On tennis, love and motherhood",An entertainment icon on living a life of meaning
"On tennis, love and motherhood",12 truths I learned from life and writing
"On tennis, love and motherhood",The 3 A's of awesome
"On tennis, love and motherhood",A one-woman global village
"On tennis, love and motherhood",The art of the interview
What you can do to prevent Alzheimer's,How I'm preparing to get Alzheimer's
What you can do to prevent Alzheimer's,Alzheimer's is not normal aging — and we can cure it
What you can do to prevent Alzheimer's,"To solve old problems, study new species"
What you can do to prevent Alzheimer's,"Parkinson's, depression and the switch that might turn them off"
What you can do to prevent Alzheimer's,"How young blood might help reverse aging. Yes, really"
What you can do to prevent Alzheimer's,One more reason to get a good night's sleep
The future we're building -- and boring,"The mind behind Tesla, SpaceX, SolarCity ..."
The future we're building -- and boring,Your kids might live on Mars. Here's how they'll survive
The future we're building -- and boring,To invent is to give
The future we're building -- and boring,A future beyond traffic gridlock
The future we're building -- and boring,"A skateboard, with a boost"
The future we're building -- and boring,A new ecosystem for electric cars
Behind the lies of Holocaust denial,What I saw in the war
Behind the lies of Holocaust denial,A complicated hero in the war on dictatorship
Behind the lies of Holocaust denial,How fake news does real harm
Behind the lies of Holocaust denial,A scientific approach to the paranormal
Behind the lies of Holocaust denial,Can prejudice ever be a good thing?
Behind the lies of Holocaust denial,12 truths I learned from life and writing
How (and why) Russia hacked the US election,Where is cybercrime really coming from?
How (and why) Russia hacked the US election,Governments don't understand cyber warfare. We need hackers
How (and why) Russia hacked the US election,Your smartphone is a civil rights issue
How (and why) Russia hacked the US election,Let's take back the Internet!
How (and why) Russia hacked the US election,Here's how we take back the Internet
How (and why) Russia hacked the US election,We can fight terror without sacrificing our rights
There's no shame in taking care of your mental health,"In praise of macro -- yes, macro -- finance in Africa"
There's no shame in taking care of your mental health,Could a drug prevent depression and PTSD?
There's no shame in taking care of your mental health,Your words may predict your future mental health
There's no shame in taking care of your mental health,Mental health for all by involving all
There's no shame in taking care of your mental health,A tale of mental illness -- from the inside
There's no shame in taking care of your mental health,How childhood trauma affects health across a lifetime
A summer school kids actually want to attend,Help for kids the education system ignores
A summer school kids actually want to attend,Every kid needs a champion
A summer school kids actually want to attend,How students of color confront impostor syndrome
A summer school kids actually want to attend,How America's public schools keep kids in poverty
A summer school kids actually want to attend,"My story, from gangland daughter to star teacher"
A summer school kids actually want to attend,Why open a school? To close a prison
A tribute to nurses,A young poet tells the story of Darfur
A tribute to nurses,What really matters at the end of life
A tribute to nurses,What happens when you have a disease doctors can't diagnose
A tribute to nurses,What makes life worth living in the face of death
A tribute to nurses,What your doctor won’t disclose
